Area;Centroid_1;Centroid_2;Perimeter;Circularity;Eccentricity;Solidity;MinorAxisLength;MajorAxisLength;Concentration;Time;Enumeration;rare
1205;35.50539419;1219.365975;149.592;0.649124163;0.275990305;0.910120846;39.25488654;40.84113926;1000;8;1;n
1079;42.12696942;1648.78962;137.054;0.689862578;0.35900138;0.913632515;36.84928531;39.48122079;1000;8;2;n
1211;82.55821635;1778.040462;140.181;0.740840465;0.279151655;0.935857805;39.10380395;40.72265036;1000;8;3;n
1631;150.8945432;421.756591;177.91;0.625257811;0.450334091;0.915263749;43.85009448;49.11194167;1000;8;4;n
1313;163.8598629;357.3945164;177.15;0.507602368;0.510355832;0.903026135;38.76472148;45.07717973;1000;8;5;n
1356;173.7020649;1445.511799;152.429;0.704067895;0.366016784;0.936464088;40.6554766;43.68699357;1000;8;6;n
1045;182.4985646;1074.24689;143.671;0.609255612;0.265483445;0.930543188;35.93801445;37.275635;1000;8;7;n
1318;266.1145675;1091.521244;157.045;0.645465371;0.377088637;0.938746439;39.61631446;42.77401293;1000;8;8;n
1413;311.2399151;1206.89172;167.267;0.6114614;0.602721133;0.938247012;38.48855496;48.23417919;1000;8;9;n
1359;374.4753495;1221.603385;166.142;0.595935951;0.364115567;0.927012278;40.49831957;43.48328279;1000;8;10;n
1626;433.704797;1699.062116;199.876;0.495750382;0.443936854;0.903835464;43.65774821;48.72200759;1000;8;11;n
1052;480.7110266;1156.734791;127.279;0.777200847;0.591451216;0.941808415;33.25754679;41.24502626;1000;8;12;n
1339;495.1411501;640.6430172;159.111;0.639156413;0.275247176;0.918381344;41.40825382;43.07197373;1000;8;13;n
1654;501.8452237;1706.08283;189.646;0.559225812;0.392563372;0.939239069;44.72372503;48.62728213;1000;8;14;n
1366;503.0856515;72.91947291;164.802;0.608602434;0.307777296;0.94598338;40.7775795;42.85797297;1000;8;15;n
1481;514.0040513;453.3470628;179.068;0.560560444;0.448128073;0.90691978;41.92158896;46.89376446;1000;8;16;n
1466;556.8847203;1444.725784;172.286;0.598615595;0.537359977;0.894447834;40.67797175;48.23362522;1000;8;17;n
1775;586.1042254;289.708169;195.062;0.56778665;0.809431811;0.901930894;37.37806786;63.65324288;1000;8;18;n
1015;584.7694581;964.6197044;142.985;0.597334214;0.617217542;0.934622468;32.00698462;40.6803355;1000;8;19;n
1375;627.5716364;1203.661091;149.245;0.744078996;0.442610629;0.948930297;39.69807628;44.27061515;1000;8;20;n
1131;639.8240495;426.7117595;139.991;0.693737855;0.505716106;0.918765232;36.2845929;42.0593423;1000;8;21;n
1177;643.0730671;376.9184367;160.212;0.554279665;0.346452137;0.913819876;37.99819474;40.50688106;1000;8;22;n
1761;681.5110733;66.26348666;528.343;0.078340775;0.430893258;0.71995094;46.54336883;51.57714881;1000;8;23;n
1353;683.7346637;1150.538803;144.969;0.775060173;0.453303635;0.942200557;39.73623528;44.57952589;1000;8;24;n
1296;697.1003086;1707.903549;183.088;0.469588528;0.204516356;0.884641638;40.79246741;41.67331004;1000;8;25;n
1391;709.1682243;298.7979871;179.449;0.52430041;0.413066007;0.930434783;40.41970179;44.38306077;1000;8;26;n
1078;723.4944341;1075.190167;139.379;0.666919453;0.561900186;0.930915371;34.21238903;41.359019;1000;8;27;n
2686;761.0949367;1601.907297;339.743;0.287091233;0.909804929;0.747564709;41.23387336;99.35008089;1000;8;28;n
2506;779.2346369;1317.405028;300.76;0.340976916;0.204201008;0.901438849;56.47659474;57.69222884;1000;8;29;n
1354;783.514771;1220.854505;157.076;0.662839108;0.348234561;0.935729095;40.67731658;43.39342239;1000;8;30;n
1261;783.8374306;1393.134021;166.629;0.549794032;0.499246577;0.889908257;38.22817772;44.11995898;1000;8;31;n
1243;795.2598552;254.2188254;146.863;0.694179654;0.126719091;0.944528875;39.99761899;40.32267445;1000;8;32;n
1433;839.5924634;910.6503838;159.178;0.683461674;0.368305445;0.936601307;41.78486641;44.94422787;1000;8;33;n
1085;870.6949309;1449.659908;171.732;0.445852429;0.365375489;0.893739703;36.55163985;39.26651821;1000;8;34;n
1295;916.9776062;396.4185328;156.895;0.635390972;0.38484885;0.923680456;39.58584553;42.88918743;1000;8;35;n
1028;936.1001946;60.4192607;144.937;0.58913988;0.637554714;0.908127208;32.25357047;41.86572924;1000;8;36;n
1345;953.9828996;1332.96803;165.703;0.592867761;0.252912532;0.906945381;41.69217185;43.09316744;1000;8;37;n
1534;958.1564537;323.8357236;173.634;0.616865696;0.491709877;0.915820896;42.1523494;48.40873874;1000;8;38;n
1179;967.7285835;1141.566582;138.866;0.734683927;0.521708439;0.95004029;35.90012702;42.08079166;1000;8;39;n
1170;973.3059829;576.1384615;162.106;0.538425281;0.364425123;0.911214953;37.61388321;40.3914977;1000;8;40;n
1082;1076.610906;1866.731054;133.507;0.728159967;0.31912163;0.951627089;36.19682841;38.19384043;1000;8;41;n
1298;1083.779661;334.4899846;153.149;0.667757663;0.553782017;0.926481085;37.89032351;45.50506442;1000;8;42;n
1545;1111.214239;365.8368932;196.824;0.485543113;0.543022476;0.905096661;41.35303853;49.246331;1000;8;43;n
1031;1150.42871;1259.211445;189.289;0.349880948;0.295028777;0.898083624;35.88628229;37.55805252;1000;8;44;n
1550;1160.000645;705.7290323;162.734;0.70790762;0.436023476;0.943396226;42.79194364;47.55002281;1000;8;45;n
1092;1209.705128;1657.120879;129.909;0.775173425;0.388534289;0.957894737;35.8824805;38.94198624;1000;8;46;n
1293;1213.262181;876.1848415;161.072;0.602545966;0.354819803;0.934248555;39.69012099;42.45229178;1000;8;47;n
1187;1226.994945;1704.94861;150.18;0.6345326;0.387238801;0.948083067;37.4381373;40.60625993;1000;8;48;n
