Area;Centroid_1;Centroid_2;Perimeter;Circularity;Eccentricity;Solidity;MinorAxisLength;MajorAxisLength;Concentration;Time;Enumeration;rare
1497;54.87842351;1059.907148;162.849;0.682754723;0.451085167;0.935625;41.83829604;46.87864541;1000;6;1;n
1463;56.01161996;1865.609706;153.173;0.752411013;0.330032356;0.936619718;42.62050847;45.15029675;1000;6;2;n
1086;59.32044199;1823.123389;131.911;0.748227795;0.425120309;0.924255319;36.09093826;39.87346017;1000;6;3;n
1586;82.74905422;1375.3657;163.925;0.714058538;0.447424564;0.941246291;43.21680536;48.32355799;1000;6;4;n
1351;120.6765359;553.0325685;170.045;0.566026387;0.282813407;0.907320349;41.67247368;43.44616574;1000;6;5;n
1355;146.6797048;113.6811808;175.115;0.535868166;0.352312136;0.918644068;41.02670918;43.83745472;1000;6;6;n
1179;154.0347752;859.2052587;162.419;0.540517456;0.364358203;0.897943641;38.4919764;41.33327183;1000;6;7;n
1254;177.715311;1098.179426;159.823;0.593363585;0.465692363;0.901509705;38.5773129;43.59281057;1000;6;8;n
2665;185.8570356;1686.909568;292.843;0.382268813;0.278140346;0.911734519;57.24746513;59.59922393;1000;6;9;n
1046;179.8881453;895.1567878;128.429;0.759318335;0.244045598;0.950045413;36.02622871;37.14948968;1000;6;10;n
1595;182.9705329;1333.663323;150.584;0.848160805;0.42060437;0.963164251;43.10565384;47.51273779;1000;6;11;n
1080;335.3962963;607.8768519;165.216;0.478815505;0.736380284;0.906801008;31.04590241;45.88734396;1000;6;12;n
1040;353.6653846;159.8509615;139.064;0.64626383;0.194437894;0.927743087;36.18715885;36.8912343;1000;6;13;n
1035;380.3806763;1018.222222;147.087;0.576295218;0.667124643;0.903141361;32.10260612;43.09386354;1000;6;14;n
1310;385.2732824;1305.11145;148.782;0.713231829;0.328545658;0.922535211;40.37875169;42.75199672;1000;6;15;n
1279;439.0203284;442.8850665;140.958;0.774024847;0.358928177;0.937683284;39.76054646;42.59913185;1000;6;16;n
1404;450.2336182;1088.542023;160.128;0.661860333;0.37236062;0.927344782;41.56994628;44.79094725;1000;6;17;n
1390;499.5964029;161.2007194;153.281;0.713880805;0.370189765;0.934767989;41.2611154;44.41664461;1000;6;18;n
1113;509.0754717;654.2398922;155.366;0.556679064;0.371880085;0.908571429;36.75102616;39.59042032;1000;6;19;n
1242;560.0491143;1865.79066;134.093;0.828713216;0.185533184;0.943768997;40.22913506;40.93993423;1000;6;20;n
1330;681.043609;1166.542857;141.719;0.796454535;0.419634307;0.934645116;39.97398961;44.03909505;1000;6;21;n
1484;686.212938;741.7237197;165.504;0.655682773;0.45334768;0.923459863;41.83305346;46.93309632;1000;6;22;n
1348;739.3442136;1813.226261;144.349;0.778701686;0.325755098;0.938065414;41.10600934;43.47752645;1000;6;23;n
1069;747.6782039;341.6071094;134.822;0.7057625;0.497072196;0.941021127;34.47395324;39.72984703;1000;6;24;n
1388;774.3148415;1375.127522;142.289;0.824684405;0.296028432;0.950034223;41.78568606;43.74643962;1000;6;25;n
1381;773.5720492;932.5821868;162.32;0.633883054;0.228069758;0.921895861;42.23997487;43.38335204;1000;6;26;n
1231;902.9033306;842.6661251;136.517;0.793108482;0.350640923;0.946195234;39.02847784;41.67438539;1000;6;27;n
1384;969.191474;1515.059971;144.439;0.798523045;0.414616157;0.935135135;40.63863708;44.65801978;1000;6;28;n
1083;976.8891967;1041.65651;126.866;0.805194663;0.379021698;0.945851528;36.13201885;39.04527317;1000;6;29;n
3329;1030.457795;1779.005407;365.945;0.307091022;0.710050523;0.890106952;55.95875446;79.46985189;1000;6;30;n
1099;1057.468608;1146.99909;118.9;0.927239285;0.250796229;0.97515528;36.84185154;38.0581952;1000;6;31;n
1329;1090.470278;266.4890895;508.964;0.06368187;0.851823917;0.454981171;45.90233448;87.62860001;1000;6;32;y
1181;1105.795089;954.0795936;134.052;0.788482581;0.40934601;0.953188055;37.73999964;41.3643787;1000;6;33;n
1300;1130.110769;604.2753846;156.457;0.641350004;0.469253815;0.932568149;38.39992293;43.48490229;1000;6;34;n
1114;1133.969479;459.1292639;177.009;0.431343904;0.459401271;0.903487429;35.87166515;40.38561183;1000;6;35;n
1338;1172.107623;173.9379671;151.602;0.702167342;0.673810148;0.942917548;35.64452878;48.23969535;1000;6;36;n
1135;1192.757709;606.6220264;132.928;0.770341964;0.413932051;0.952980688;36.35151103;39.93320916;1000;6;37;n
1361;1205.268185;1275.95665;142.24;0.809187462;0.41594131;0.93862069;40.43559512;44.46445444;1000;6;38;n
1419;1220.730796;529.243129;151.18;0.748753501;0.346818548;0.952988583;41.634972;44.39017025;1000;6;39;n
1595;1253.39185;293.3736677;170.326;0.666091434;0.55327817;0.928945836;41.94113184;50.34970603;1000;6;40;n
1582;1276.512642;723.7692794;165.115;0.702218333;0.403828456;0.936094675;43.23611636;47.26112276;1000;6;41;n
1583;1324.997473;211.9001895;204.747;0.460287796;0.56955273;0.893845285;41.79051853;50.84284281;1000;6;42;n
1118;1380.698569;1487.181574;123.831;0.871428366;0.419830472;0.973020017;35.98177341;39.64485745;1000;6;43;n
1409;1425.325053;1550.197303;162.998;0.641467377;0.432119092;0.925755585;41.12383;45.60110366;1000;6;44;n
1517;1435.200396;1842.002637;147.755;0.837214186;0.402653307;0.941651148;43.00194268;46.97855714;1000;6;45;n
1492;1475.676944;1570.186327;155.356;0.746334206;0.453527511;0.920419494;42.21374548;47.36506172;1000;6;46;n
1379;1504.329949;1821.440899;141.893;0.823817344;0.415336492;0.952348066;40.38646196;44.39693227;1000;6;47;n
1371;1570.061999;1430.18089;134.143;0.914121071;0.354664359;0.970963173;40.4400459;43.25167807;1000;6;48;n
2185;1625.862243;839.3318078;920.072;0.03221491;0.566404144;0.559825775;55.14425345;66.91227384;1000;6;49;y
1555;1637.16463;704.2192926;156.696;0.76486079;0.346828114;0.950488998;43.43544871;46.30996832;1000;6;50;n
2301;1661.041721;273.0473707;293.463;0.328678079;0.329360093;0.865037594;54.05170081;57.24576312;1000;6;51;y
1875;1688.0496;384.2053333;254.022;0.356280594;0.366708156;0.883184173;48.33017102;51.94915544;1000;6;52;y
1254;1720.794258;1803.42185;135.615;0.818465066;0.384137075;0.936519791;38.84549134;42.07353841;1000;6;53;n
1399;1736.555397;1379.221587;148.657;0.762942992;0.352719626;0.932045303;41.38743502;44.23014842;1000;6;54;n
1094;1752.501828;1247.788848;178.58;0.416307387;0.305958472;0.864139021;37.99341193;39.90716569;1000;6;55;n
1015;1846.039409;1381.007882;126.279;0.76149865;0.366586651;0.953051643;34.76654178;37.36795237;1000;6;56;n
